epoch,acc,loss,val_acc,val_loss
0,0.87730898408038327,0.4007115473106958,0.63466368964554842,2.0981000117515913
1,0.94489924431581174,0.18013828672758511,0.65308400781468046,1.8724003753804264
2,0.98002378948255975,0.065240138319049637,0.6631314540887524,2.3994619107085522
3,0.9889798488664987,0.036354839616983485,0.65085124197599775,2.4598686433978911
4,0.99181360201511337,0.026852237806238938,0.65587496511303378,2.4273745800154387
5,0.99548698572628047,0.013291191033297759,0.6717834217136478,2.7048922254823129
6,0.99681640078365519,0.0090266360798117243,0.67792352777002507,2.785344214598001
7,0.99709627758779351,0.0074790981214790274,0.67429528328216581,2.8936442159096614
8,0.99762104673943464,0.0063771310156914241,0.67373709182249508,2.972349576503841
9,0.99744612370556951,0.0059793950347929049,0.67429528328216581,2.9649733616174063
10,0.99762104673943464,0.0055192382458400446,0.67429528328216581,3.0843346522373367
11,0.99772600055975369,0.0053487175830789005,0.67429528328216581,3.1169601976857968
12,0.99772600055975369,0.0050402797607097607,0.67652804912084841,3.1823826311393342
13,0.99783095438007274,0.0050338583251889812,0.6762489533910131,3.1923526623521936
14,0.99783095438007274,0.0048249768952962251,0.67457437901200112,3.1855796997093968
15,0.99790092359361882,0.0042382032831367157,0.67596985766117779,3.1963783008903528
16,0.9979359082003918,0.0052173155153270763,0.6740161875523305,3.2016811128021034
17,0.99786593898684584,0.0045076910658482464,0.67541166620150717,3.2106733728410966
18,0.99800587736389201,0.0044851602954355634,0.67652804912084841,3.2728691912556065
19,0.99811083123425692,0.0044173132026255925,0.67485347474183643,3.2641913858802862
20,0.99825076966134896,0.003754780942849009,0.67652804912084841,3.286556839001241
21,0.99786593898684584,0.0050690096490710462,0.67513257047167174,3.3091602792136197
22,0.9979359082003918,0.004269337457097744,0.67596985766117779,3.3306954756632825
23,0.99821578505457598,0.0041486501502738318,0.67736533631035445,3.3226855138291382
24,0.9979359082003918,0.0042585434014646931,0.67541166620150717,3.3519330518387704
25,0.99825076966134896,0.0040524380306568115,0.6740161875523305,3.3612792111270173
26,0.9979359082003918,0.0042360665834219047,0.67345799609265977,3.3351609410513383
27,0.99783095438007274,0.004342653081523336,0.67485347474183643,3.3440143988811752
28,0.998180800447803,0.0039013196490875171,0.67317890036282446,3.3695929587787812
29,0.9981458158410299,0.0035181995760627653,0.67429528328216581,3.3919573051765868
30,0.99825076966134896,0.0039417478582047466,0.67541166620150717,3.3881036391011761
31,0.99769101595298071,0.004783189162785432,0.67317890036282446,3.3700769874070318
