epoch,acc,loss,val_acc,val_loss
0,0.24922935869265492,1.8287186273192932,0.26932737929109685,1.8293406790922448
1,0.31263134652440483,1.6946965690518989,0.35082333240301422,1.6133845211813778
2,0.42878659082900517,1.4771070249845322,0.46329891152665365,1.3946003738568251
3,0.4986338587398203,1.311426432306098,0.52051353614289697,1.2628040526310742
4,0.5332772667056892,1.2272153201266232,0.54312029025955899,1.2142900665743708
5,0.5568165642859072,1.1576943927591583,0.54619034328774774,1.1642808874356754
6,0.5819671886072818,1.1000223367074231,0.55372592799330167,1.1639525070368317
7,0.59822051731314463,1.0603156321369769,0.55958693831984374,1.1464925389314833
8,0.61366818219536035,1.0189694464081422,0.57940273513815244,1.0989588011530098
9,0.62929099355573093,0.98493463829884231,0.5874965113033771,1.0880408976451965
10,0.63958943899863407,0.95535825077051273,0.60061401060563768,1.0566237902616844
11,0.65633316875690006,0.92181089895019119,0.60954507396036839,1.0624851317014901
12,0.66824293801375956,0.8912409637611387,0.6053586380128384,1.0552104028878084
13,0.67794589093874968,0.87016193547201404,0.61373150990789838,1.0473523812220418
14,0.69132686466400373,0.83654537487551162,0.61708065866592243,1.03677631497699
15,0.70215074119404852,0.8081736808667016,0.62126709461345242,1.0467742761689882
16,0.70964688601339498,0.78748490504061319,0.62266257326262908,1.0482634442636549
17,0.72211711419569069,0.76131558029094093,0.63605916829472509,1.0205047893512491
18,0.73423705435741249,0.73130544492706329,0.61428970136756911,1.0799136519449273
19,0.74225863160849181,0.70880059701848197,0.63215182807703041,1.0421378111806665
20,0.75525428953333795,0.68214260863709952,0.62433714764164105,1.0902197297659677
21,0.76310072249017946,0.66043415476047507,0.63773374267373706,1.0461330751003988
22,0.78019473810598128,0.62654453527280995,0.62712810493999438,1.0644601721290443
23,0.78758580539846879,0.60490334814413604,0.63745464694390175,1.090118208382127
24,0.79560738067024306,0.58324693761169866,0.6299190622383477,1.0910743789682884
25,0.80520525011375566,0.55995333315411822,0.63885012559307841,1.1027748898538647
26,0.81441780846710543,0.5384920491747317,0.64108289143176111,1.0886653995225906
27,0.82219418582252146,0.51336929524865194,0.62963996650851239,1.1193280183747316
28,0.83214234425538192,0.49090413637516694,0.64136198716159643,1.1259490166616977
29,0.83760682640747808,0.4721434001697451,0.63968741278258445,1.1265014847473722
30,0.84702796785981505,0.45019518432917294,0.63885012559307841,1.1528975299444681
31,0.85559376378129004,0.43252751115314214,0.64638571029863245,1.1495002636808265
32,0.86279249093571653,0.41364436819303835,0.64471113591962048,1.1235788326985647
