epoch,acc,loss,val_acc,val_loss
0,0.50371302288671294,1.2960542468558978,0.50516327100195368,1.3052155380688495
1,0.64764604191661834,0.92916873770132946,0.53865475858219369,1.2496219338946686
2,0.77318899433068644,0.62284637976130364,0.54507396036840638,1.3383355295052941
3,0.87771473559609015,0.37022894487480196,0.55260954507396032,1.5181693680701807
4,0.94686145335331473,0.18757641121183471,0.56014512977951436,1.7028676604379203
5,0.97684602610818039,0.09974303617196556,0.55567959810214906,1.8481688449764773
6,0.988895898024308,0.058055313845087171,0.55819145967066708,1.9691131296859992
7,0.99334454490504742,0.038674380672534203,0.56237789561819707,2.0128609056978735
8,0.99460557638905667,0.029360507240137109,0.55707507675132573,2.0730820042149345
9,0.99635701246650443,0.022221202932413538,0.56377337426737373,2.1150320618003113
10,0.9963219839851446,0.020075422140571442,0.56684342729556236,2.1376216115626447
11,0.99734265466670058,0.01550410449475545,0.563215182807703,2.1797985411999417
12,0.99740314353121462,0.013862442427620988,0.56237789561819707,2.2119598850823849
13,0.99737284448077668,0.012457647320979634,0.56377337426737373,2.2419866490538212
14,0.99730278845342479,0.012366985796230572,0.56014512977951436,2.2799567323196412
15,0.99741258466994009,0.011132219684606587,0.56293608707786769,2.2926536756211617
16,0.99775406765944497,0.0098557670579860826,0.55791236394083166,2.3106018801220549
