epoch,acc,loss,val_acc,val_loss
0,0.71867778556832929,0.63965934961749771,0.65379113018598001,0.65071408367222472
1,0.81121269967655885,0.41537357380039713,0.76323319027181691,0.53223373426532439
2,0.87008942015552171,0.31473146975010491,0.77467811158798283,0.56213764236017238
3,0.91108208599491092,0.22465501658451517,0.77396280400572248,0.57082419288083208
4,0.95096955701333008,0.13475668576974481,0.78326180257510725,0.7392888005600039
5,0.96714558424595598,0.10130963581764379,0.77825464949928469,0.97100159882621417
6,0.97980508389430321,0.063179969018716156,0.7811158798283262,1.2826964942778623
7,0.98603436159486324,0.048051784824387947,0.77539341917024318,1.0604306212120771
8,0.98653672269201997,0.055337175692982396,0.78326180257510725,1.2729441744650933
9,0.98834522254596602,0.059722045643512113,0.76537911301859796,1.5943208997667637
10,0.9858334170601829,0.063980712913542667,0.76609442060085842,1.5515102650846542
11,0.99085702803174924,0.049629765638050341,0.77038626609442062,1.4154626951037677
12,0.99216316688435646,0.048212802192175622,0.75250357653791133,1.9252593125496116
13,0.98848157051282048,0.070532357922904618,0.75035765379113017,2.0145650897187082
14,0.98924947252084794,0.069065789483710505,0.77110157367668097,1.8144458232507203
15,0.99526305180407171,0.019317505506741744,0.77539341917024318,1.6639397637459927
16,0.9938711945068941,0.027195245850821143,0.75107296137339052,2.0351836912480907
17,0.99658394453933485,0.010887927137426869,0.77753934191702434,2.0485141510375779
18,0.99348958333333337,0.046106613924227081,0.77968526466380539,2.0352186142436386
19,0.99153396492642609,0.038069875381943445,0.77467811158798283,1.7715128416720862
