epoch,acc,loss,val_acc,val_loss
0,0.66937569258263241,1.1394725615807082,0.70917431192660552,0.54283139017547288
1,0.76653121576390237,0.48929906653999738,0.74862385321100922,0.52647802889311834
2,0.82883881294673012,0.38030460655593823,0.65596330275229353,0.84239246608898311
3,0.88016732283464572,0.27386604272943782,0.74862385321100922,0.70376194392189428
4,0.93030414983800824,0.17997376742514612,0.74954128440366974,0.74521866665780856
5,0.96438254878413421,0.10703415458616523,0.76146788990825687,1.1510187812387795
6,0.97069326442768533,0.099686337246611967,0.73761467889908261,1.591223745234901
7,0.97955916759019823,0.070065649768869781,0.74311926605504586,1.6680700983473962
8,0.98436153183105524,0.079294766102863706,0.74587155963302754,1.7328441043476897
9,0.97771210436192124,0.091249792039231073,0.75137614678899078,0.89775746361131881
10,0.98805565817017604,0.055615685598298825,0.75137614678899078,1.787168454168883
11,0.98313015638468171,0.072038030089687663,0.74954128440366974,1.1234558618360038
12,0.98830193325945082,0.079609488039957724,0.75779816513761467,1.3840504663787683
13,0.99298115995567049,0.048756254055587846,0.73486238532110093,2.2251858271693861
14,0.98140623075975864,0.10928050749027655,0.76605504587155959,1.0064723311783073
15,0.98830193331082783,0.07176738078409875,0.75688073394495414,1.0999891379205236
16,0.98941017116118701,0.063847833675961918,0.75779816513761467,2.0849366033559793
17,0.98941017116118701,0.063712922279147405,0.74220183486238533,1.9234298068329299
18,0.99002585888437389,0.049639543841236082,0.75229357798165142,1.1746762325749358
19,0.98916389607191235,0.05933717209231236,0.75963302752293582,1.7115506588790774
