epoch,acc,loss,val_acc,val_loss
0,0.91729638960526294,0.2574024901457137,0.64917666759698578,2.0546326489891396
1,0.96060733279026156,0.12507570960126002,0.66173597543957574,2.0435992890926165
2,0.98198292751189475,0.062474426144841937,0.66396874127825845,2.2401619478433785
3,0.98880492586599755,0.039488873632690949,0.65308400781468046,2.2210048088079213
4,0.99352784769694547,0.021721454429511358,0.66815517722578843,2.3752933533606617
5,0.99538203190596142,0.014467461734646272,0.66787608149595312,2.4953095722211169
6,0.99594178561432967,0.013148349586551294,0.66536421992743511,2.4368035135158714
7,0.99678141617688221,0.0094417729883365074,0.67094613452414176,2.687119140337983
8,0.99737615449202355,0.0076027209393598905,0.66620150711694115,2.7105741283210638
9,0.9974811083123426,0.0068360610954436964,0.67289980463298915,2.8509611047660299
10,0.99772600055975369,0.0062205207304855178,0.67345799609265977,2.8901284249770525
11,0.99744612370556951,0.0056133138419898797,0.67541166620150717,2.905245875995579
12,0.99772600055975369,0.0059144236684965231,0.67429528328216581,2.945618672197297
13,0.99762104673943464,0.0054911599838818499,0.67234161317331842,2.9695179554242159
14,0.99783095438007274,0.0052239456082265583,0.6717834217136478,2.9610794158697482
15,0.99804086202071085,0.0048472113068791728,0.67234161317331842,2.9763755310462732
16,0.99776098516652678,0.0048824199990957417,0.67122523025397707,3.0373410772548213
