epoch,acc,loss,val_acc,val_loss
0,0.68771701388888884,0.58700174921088744,0.69871794871794868,0.58319351661133945
1,0.73266681185418481,0.53803075677388335,0.70112179487179482,0.59837522223656725
2,0.74568357059499679,0.51019741034116817,0.69871794871794868,0.62677442944988848
3,0.76533825590499438,0.48983806719905792,0.73717948717948723,0.5519770041928117
4,0.77967206001903089,0.46232022667878719,0.72355769230769229,0.59136389321105576
5,0.7980236724360471,0.43898465324268887,0.72435897435897434,0.59734184202754759
6,0.8100770986653627,0.41429522966882903,0.66346153846153844,0.6685489084581403
7,0.82310782920033987,0.38777832872174517,0.70592948717948723,0.68633727837417868
8,0.83820175918749351,0.3661602477204568,0.69711538461538458,0.79109248210842997
9,0.85557606692344701,0.3365760745786277,0.74519230769230771,0.66890738149199724
