epoch,acc,loss,val_acc,val_loss
0,0.79999999987269799,0.63692027617737501,0.86396677050882653,0.34754160771489495
1,0.87673531673411031,0.30582392698567301,0.67912772585669778,0.96163475322742842
2,0.91502669735958697,0.21935138823329539,0.86915887850467288,0.36265535822929434
3,0.94355453861114358,0.14916225761788934,0.86915887850467288,0.45383502049906327
4,0.96964149504195274,0.093692632648642055,0.86915887850467288,0.60151067114623402
5,0.97543859658215815,0.069206091338764333,0.85462097611630317,0.72288300274373651
6,0.98581235697940506,0.045076260519868246,0.86812045690550366,0.85568837291260647
7,0.98794813119755909,0.039739662427014745,0.79750778816199375,1.9408123002470274
8,0.98627002288329524,0.08657179733564957,0.88681204569055039,0.93575182175621219
9,0.99130434782608701,0.043285314430262067,0.87954309449636547,0.97829682654222616
10,0.99099923722349348,0.03095035126328349,0.86915887850467288,0.95276618707330063
11,0.98215102974828372,0.096183726860114047,0.85877466251298029,0.55027284311865432
12,0.99557589626239507,0.027401018790650444,0.8733125649013499,0.88320022443295632
13,0.99664378355333227,0.014357645933998258,0.88161993769470404,1.2351812217161935
14,0.99252479023646067,0.060207169969049491,0.8733125649013499,1.1585123507509425
15,0.99023646071700988,0.079991841450957668,0.8836967808930426,0.97841159169509673
16,0.99252479023646067,0.038862194249903712,0.80062305295950154,1.7776342621592134
17,0.98977879481311981,0.056134322498822734,0.88473520249221183,1.0036490111466314
18,0.99237223493516402,0.035052909992207927,0.87954309449636547,1.1756616051222335
19,0.99344012204424104,0.034129425200502807,0.86396677050882653,1.2828070679916459
