epoch,acc,loss,val_acc,val_loss
0,0.69360481393193785,0.84301631316530112,0.65029305051632713,0.9637381518356013
1,0.7651483348494913,0.64317540150045049,0.65782863522188106,0.98382650573702968
2,0.8197593060054934,0.49553758326345487,0.67206251744348311,0.9743740436161813
3,0.86286034153317193,0.38583380626157454,0.68350544236673183,1.0148069100564376
4,0.89508116433775931,0.29918096494581264,0.67150432598381249,1.1230682906973732
5,0.92541281842664946,0.22294510354223018,0.6784817192296958,1.2146839352810292
6,0.9484326895998868,0.16667789485219009,0.67792352777002507,1.2516192903261705
7,0.96225160930859355,0.1253338556912911,0.67959810214903715,1.3353988129922634
8,0.97439126784214947,0.093640852243066869,0.67736533631035445,1.49439296713673
9,0.98226280436607893,0.073576954080549373,0.67764443204018976,1.5140178474920403
10,0.98723061852784777,0.05728680918005178,0.67569076193134248,1.5738275822498171
11,0.98932969493422895,0.049539901821837852,0.67513257047167174,1.6814008543929078
12,0.99205849426252446,0.041504278731069211,0.67150432598381249,1.6596330148164644
13,0.99342289387662641,0.036273308635266795,0.67596985766117779,1.7670992628439504
14,0.99464735516372793,0.030481615523697447,0.67764443204018976,1.7924295239755474
15,0.99552197033305345,0.027388840727143149,0.68350544236673183,1.771823577061667
