epoch,acc,loss,val_acc,val_loss
0,0.60298507569441151,2.3344434074501494,0.69999999999999996,0.58515252656284511
1,0.77412935643646852,0.46180385543932367,0.68823529411764706,0.65293395445453772
2,0.82587064712201774,0.37132208851439441,0.73529411764705888,0.59098557020663922
3,0.84375,0.3837343342602253,0.75882352941176467,0.51152261170843361
4,0.93711968125968148,0.1617886575343159,0.79411764705882348,0.8641925348465711
5,0.93432835820895521,0.16463298660457432,0.78823529411764703,0.81199536553630425
6,0.9522388059701492,0.12135354975117973,0.80588235294117649,1.0250274058220414
7,0.98905472636815916,0.047233093948803137,0.52941176470588236,4.7907654952126899
8,0.93631840796019905,0.33636791335803395,0.8294117647058824,1.1755340868939212
9,0.96119402985074631,0.16602272476574675,0.82352941176470584,0.8140173389965315
10,1.0,0.0028340879271127051,0.81764705882352939,1.3468162175200589
11,1.0,0.00019895580110854854,0.82352941176470584,1.4900643765065598
12,1.0,5.166474156749472e-05,0.81764705882352939,1.5932710831868122
13,1.0,1.9258615304976564e-05,0.81764705882352939,1.6535706174537408
14,1.0,7.9561767287219902e-06,0.81764705882352939,1.7098240098047446
15,1.0,2.4108682067600598e-06,0.8294117647058824,1.7233728429252129
16,1.0,1.1240330939843224e-06,0.81764705882352939,1.7582410958119521
17,1.0,5.3353910833046667e-07,0.82352941176470584,1.7740412291553833
18,1.0,2.810022541739476e-07,0.82352941176470584,1.8029792660982822
19,1.0,1.7750923340750364e-07,0.81764705882352939,1.8239937658487326
