epoch,acc,loss,val_acc,val_loss
0,0.8179953313956565,0.50057088644474024,0.89314194577352468,0.2756058732387473
1,0.90210087020486407,0.25411035629489881,0.89420520999468367,0.27640406963927583
2,0.93449812551582601,0.1738946308924891,0.90271132376395535,0.27868581499491457
3,0.96562212639417588,0.10084638224153511,0.88942052099946833,0.42208899978975695
4,0.97934498125486313,0.062908313920487013,0.8920786815523658,0.45054340947879884
5,0.98634788144585128,0.046343554764440041,0.89367357788410418,0.49780446552898883
6,0.99243120888448755,0.027990042549428402,0.89526847421584266,0.60859304928908742
7,0.99236047251892201,0.027896311325641333,0.89580010632642215,0.78011038030125102
8,0.99434109075475707,0.019014172241211429,0.89314194577352468,0.79195214694325144
9,0.99441182714983611,0.023164015151552236,0.90058479532163738,0.76022052170652066
10,0.99533139987267449,0.022599707145474563,0.87559808612440193,1.0457740450636559
11,0.99568508170050218,0.020645159844187543,0.90377458798511434,0.83346113325284676
12,0.99483624531371573,0.027542930901413361,0.89898989898989901,0.70183939691775421
13,0.99610949989389541,0.021382241122186296,0.8995215311004785,0.76330320986339051
14,0.99801938176416494,0.0095387166972836727,0.86709197235513025,1.2872142622412721
15,0.99695833628068187,0.013322534281819714,0.89633173843700165,0.75430996892916768
16,0.99639244538567107,0.014575198091689197,0.89367357788410418,0.9458964566973167
17,0.99816085449529601,0.014048898505641224,0.89314194577352468,0.98295827928412183
18,0.99702907264624741,0.013082166676131709,0.89367357788410418,0.88332294673674483
19,0.99738275447407509,0.014576600264256416,0.88463583200425311,1.0289307132223644
